timestamp,steering_angle_rad,longitudinal_offset,lateral_offset,lane_id
2025-06-08T18:14:58.665882,-0.000,0.265,-0.167,1
2025-06-08T18:14:58.685929,-0.000,0.265,-0.167,1
2025-06-08T18:14:58.706710,-0.000,0.265,-0.167,1
2025-06-08T18:14:58.735189,-0.000,-0.460,-0.171,1
2025-06-08T18:14:58.757148,-0.000,-0.460,-0.171,1
2025-06-08T18:14:58.783072,-0.000,-0.460,-0.171,1
2025-06-08T18:14:58.814250,-0.000,-0.178,-0.175,1
2025-06-08T18:14:58.836366,-0.000,-0.178,-0.175,1
2025-06-08T18:14:58.859989,-0.000,-0.178,-0.175,1
2025-06-08T18:14:58.892291,-0.000,0.102,-0.178,1
2025-06-08T18:14:58.913946,-0.000,0.102,-0.178,1
2025-06-08T18:14:58.937938,-0.000,0.378,-0.182,1
2025-06-08T18:14:58.963882,-0.000,0.378,-0.182,1
2025-06-08T18:14:58.986896,-0.000,0.378,-0.182,1
2025-06-08T18:14:59.020066,-0.000,0.378,-0.182,1
2025-06-08T18:14:59.041184,-0.000,-0.343,-0.186,1
2025-06-08T18:14:59.061875,-0.000,-0.343,-0.186,1
2025-06-08T18:14:59.098473,-0.000,-0.343,-0.186,1
2025-06-08T18:14:59.120877,-0.000,-0.050,-0.190,1
2025-06-08T18:14:59.147989,-0.000,-0.050,-0.190,1
2025-06-08T18:14:59.206089,-0.000,0.229,-0.193,1
2025-06-08T18:14:59.261048,-0.000,0.229,-0.193,1
2025-06-08T18:14:59.286499,-0.000,-0.465,-0.198,1
2025-06-08T18:14:59.324745,0.017,-0.465,-0.198,1
2025-06-08T18:14:59.345870,0.016,-0.186,-0.200,1
2025-06-08T18:14:59.366995,0.013,-0.186,-0.200,1
2025-06-08T18:14:59.399022,0.012,-0.186,-0.200,1
2025-06-08T18:14:59.418976,0.011,0.091,-0.202,1
2025-06-08T18:14:59.439213,0.010,0.091,-0.202,1
2025-06-08T18:14:59.468542,0.009,0.091,-0.202,1
2025-06-08T18:14:59.487407,0.009,0.366,-0.204,1
2025-06-08T18:14:59.507113,0.007,0.366,-0.204,1
2025-06-08T18:14:59.523177,0.006,0.366,-0.204,1
2025-06-08T18:14:59.552882,0.006,-0.350,-0.206,1
